molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
CHEMBL2420098,COc1c(-c2ccccc2)oc2ccc3ccccc3c2c1=O,inactive,302.32900000000006,4.621800000000003,0.0,3.0,4.903089986991944
CHEMBL2331821,COc1ccc(-c2oc3cc(OC)cc(OC)c3c(=O)c2O)cc1,inactive,328.32000000000005,3.1914000000000016,1.0,6.0,4.906578314837765
CHEMBL2420098,COc1c(-c2ccccc2)oc2ccc3ccccc3c2c1=O,inactive,302.32900000000006,4.621800000000003,0.0,3.0,4.954677021213342
CHEMBL2420095,O=c1c(O)c(-c2ccccc2)oc2ccc3ccccc3c12,inactive,288.302,4.318800000000003,1.0,3.0,4.958607314841775
CHEMBL2331821,COc1ccc(-c2oc3cc(OC)cc(OC)c3c(=O)c2O)cc1,intermediate,328.32000000000005,3.1914000000000016,1.0,6.0,5.048176964684088
CHEMBL2420096,COc1ccc(-c2oc3ccc4ccccc4c3c(=O)c2O)cc1,intermediate,318.32800000000003,4.3274000000000035,1.0,4.0,5.049148541111453
CHEMBL26260,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,intermediate,272.30300000000005,4.613200000000003,0.0,2.0,5.079876673709276
CHEMBL2420099,COc1ccc(-c2oc3ccc4ccccc4c3c(=O)c2OC)cc1,intermediate,332.3550000000001,4.630400000000003,0.0,4.0,5.095825631715837
CHEMBL2420102,COc1ccc(-c2oc3ccccc3c(=O)c2OC)cc1,intermediate,282.29499999999996,3.4772000000000025,0.0,4.0,5.111259039317107
CHEMBL2420086,COc1ccc(-c2oc3c(ccc4ccccc43)c(=O)c2O)cc1,intermediate,318.32800000000003,4.3274000000000035,1.0,4.0,5.159266765388193
CHEMBL2420102,COc1ccc(-c2oc3ccccc3c(=O)c2OC)cc1,intermediate,282.29499999999996,3.4772000000000025,0.0,4.0,5.187086643357144
CHEMBL2420096,COc1ccc(-c2oc3ccc4ccccc4c3c(=O)c2O)cc1,intermediate,318.32800000000003,4.3274000000000035,1.0,4.0,5.213248577854439
CHEMBL2420097,COc1ccc(-c2oc3ccc4ccccc4c3c(=O)c2O)cc1OC,intermediate,348.3540000000001,4.336000000000003,1.0,5.0,5.213248577854439
CHEMBL26260,O=c1cc(-c2ccccc2)oc2ccc3ccccc3c12,intermediate,272.30300000000005,4.613200000000003,0.0,2.0,5.218244625347531
CHEMBL75169,COc1ccc(-c2oc3cc(OC)cc(OC)c3c(=O)c2OC)c(OC)c1,intermediate,372.37300000000016,3.503000000000002,0.0,7.0,5.223298816011589
CHEMBL75169,COc1ccc(-c2oc3cc(OC)cc(OC)c3c(=O)c2OC)c(OC)c1,intermediate,372.37300000000016,3.503000000000002,0.0,7.0,5.2262135550188065
CHEMBL2420100,COc1ccc(-c2oc3ccc4ccccc4c3c(=O)c2OC)cc1OC,intermediate,362.38100000000014,4.639000000000004,0.0,5.0,5.279840696594043
CHEMBL2420086,COc1ccc(-c2oc3c(ccc4ccccc43)c(=O)c2O)cc1,intermediate,318.32800000000003,4.3274000000000035,1.0,4.0,5.303643611266668
CHEMBL2420097,COc1ccc(-c2oc3ccc4ccccc4c3c(=O)c2O)cc1OC,intermediate,348.3540000000001,4.336000000000003,1.0,5.0,5.315154638355588
CHEMBL2420100,COc1ccc(-c2oc3ccc4ccccc4c3c(=O)c2OC)cc1OC,intermediate,362.38100000000014,4.639000000000004,0.0,5.0,5.369572124974976
CHEMBL2420092,COc1cc(-c2oc3c(ccc4ccccc43)c(=O)c2OC)ccc1F,intermediate,350.3450000000001,4.769500000000003,0.0,4.0,5.396855627379818
CHEMBL2075017,COc1ccc(-c2oc3cc(OC)cc(O)c3c(=O)c2OC)c(OC)c1,intermediate,358.3460000000001,3.200000000000002,1.0,7.0,5.410050398674292
CHEMBL2075017,COc1ccc(-c2oc3cc(OC)cc(O)c3c(=O)c2OC)c(OC)c1,intermediate,358.3460000000001,3.200000000000002,1.0,7.0,5.485452247339714
CHEMBL2420090,COc1ccc(-c2oc3c(ccc4ccccc43)c(=O)c2OC)cc1,intermediate,332.3550000000001,4.630400000000004,0.0,4.0,5.512861624522814
CHEMBL2420099,COc1ccc(-c2oc3ccc4ccccc4c3c(=O)c2OC)cc1,intermediate,332.3550000000001,4.630400000000003,0.0,4.0,5.512861624522814
CHEMBL2420085,O=c1c(O)c(-c2ccccc2)oc2c1ccc1ccccc12,intermediate,288.302,4.318800000000003,1.0,3.0,5.539102157243452
CHEMBL2420089,COc1c(-c2ccccc2)oc2c(ccc3ccccc32)c1=O,intermediate,302.32900000000006,4.621800000000004,0.0,3.0,5.567030709125595
CHEMBL2420093,COc1ccc(-c2cc(=O)c3c(ccc4ccccc43)o2)cc1,intermediate,302.32900000000006,4.621800000000003,0.0,3.0,5.609064892896621
CHEMBL2420092,COc1cc(-c2oc3c(ccc4ccccc43)c(=O)c2OC)ccc1F,intermediate,350.3450000000001,4.769500000000003,0.0,4.0,5.61261017366127
CHEMBL2420089,COc1c(-c2ccccc2)oc2c(ccc3ccccc32)c1=O,intermediate,302.32900000000006,4.621800000000004,0.0,3.0,5.636388020107856
CHEMBL575808,COc1ccc2c(=O)c(OC)c(-c3ccc(OC)c(OC)c3)oc2c1,intermediate,342.3470000000001,3.4944000000000024,0.0,6.0,5.669586226650809
CHEMBL19032,COc1cc(OC)c2c(=O)c(OC)c(-c3ccc(OC)c(OC)c3)oc2c1,intermediate,372.37300000000016,3.503000000000002,0.0,7.0,5.72584215073632
CHEMBL77198,COc1ccc2c(=O)c(O)c(-c3ccc(OC)c(OC)c3)oc2c1,intermediate,328.32000000000005,3.1914000000000016,1.0,6.0,5.752026733638194
CHEMBL2420093,COc1ccc(-c2cc(=O)c3c(ccc4ccccc43)o2)cc1,intermediate,302.32900000000006,4.621800000000003,0.0,3.0,5.772113295386326
CHEMBL2420085,O=c1c(O)c(-c2ccccc2)oc2c1ccc1ccccc12,intermediate,288.302,4.318800000000003,1.0,3.0,5.798602875679548
CHEMBL2420087,COc1ccc(-c2oc3c(ccc4ccccc43)c(=O)c2O)cc1OC,intermediate,348.3540000000001,4.336000000000003,1.0,5.0,5.818156412055227
CHEMBL283196,O=c1cc(-c2ccccc2)oc2c1ccc1ccccc12,intermediate,272.303,4.613200000000003,0.0,2.0,5.853871964321762
CHEMBL2420103,COc1ccc(-c2oc3ccccc3c(=O)c2OC)cc1OC,intermediate,312.321,3.485800000000002,0.0,5.0,5.872895201635193
CHEMBL283196,O=c1cc(-c2ccccc2)oc2c1ccc1ccccc12,intermediate,272.303,4.613200000000003,0.0,2.0,5.882728704344236
CHEMBL2420082,COc1ccc(-c2cc(=O)c3ccc4ccccc4c3o2)cc1,intermediate,302.32900000000006,4.621800000000003,0.0,3.0,5.889410289700751
CHEMBL144625,COc1c(-c2ccccc2)oc2ccccc2c1=O,intermediate,252.26899999999998,3.468600000000002,0.0,3.0,5.892790030352131
CHEMBL2420082,COc1ccc(-c2cc(=O)c3ccc4ccccc4c3o2)cc1,intermediate,302.32900000000006,4.621800000000003,0.0,3.0,5.892790030352131
CHEMBL2420083,COc1ccc(-c2cc(=O)c3ccc4ccccc4c3o2)cc1OC,intermediate,332.35500000000013,4.630400000000003,0.0,4.0,5.910094888560602
CHEMBL144625,COc1c(-c2ccccc2)oc2ccccc2c1=O,intermediate,252.26899999999998,3.468600000000002,0.0,3.0,5.91721462968355
CHEMBL575808,COc1ccc2c(=O)c(OC)c(-c3ccc(OC)c(OC)c3)oc2c1,intermediate,342.3470000000001,3.4944000000000024,0.0,6.0,5.928117992693875
CHEMBL2420103,COc1ccc(-c2oc3ccccc3c(=O)c2OC)cc1OC,intermediate,312.321,3.485800000000002,0.0,5.0,5.928117992693875
CHEMBL2420083,COc1ccc(-c2cc(=O)c3ccc4ccccc4c3o2)cc1OC,intermediate,332.35500000000013,4.630400000000003,0.0,4.0,5.94692155651658
CHEMBL2420090,COc1ccc(-c2oc3c(ccc4ccccc43)c(=O)c2OC)cc1,intermediate,332.3550000000001,4.630400000000004,0.0,4.0,5.97469413473523
CHEMBL77198,COc1ccc2c(=O)c(O)c(-c3ccc(OC)c(OC)c3)oc2c1,intermediate,328.32000000000005,3.1914000000000016,1.0,6.0,5.995678626217358
CHEMBL19032,COc1cc(OC)c2c(=O)c(OC)c(-c3ccc(OC)c(OC)c3)oc2c1,active,372.37300000000016,3.503000000000002,0.0,7.0,6.0851281824599495
CHEMBL2420087,COc1ccc(-c2oc3c(ccc4ccccc43)c(=O)c2O)cc1OC,active,348.3540000000001,4.336000000000003,1.0,5.0,6.140261433802853
CHEMBL2420094,COc1ccc(-c2cc(=O)c3c(ccc4ccccc43)o2)cc1OC,active,332.35500000000013,4.630400000000003,0.0,4.0,6.229147988357855
CHEMBL77966,COc1cc(O)c2c(=O)c(OC)c(-c3ccc(OC)c(OC)c3)oc2c1,active,358.3460000000001,3.200000000000001,1.0,7.0,6.2441251443275085
CHEMBL77966,COc1cc(O)c2c(=O)c(OC)c(-c3ccc(OC)c(OC)c3)oc2c1,active,358.3460000000001,3.200000000000001,1.0,7.0,6.267606240177032
CHEMBL2420084,COc1cc(-c2cc(=O)c3ccc4ccccc4c3o2)ccc1F,active,320.319,4.760900000000002,0.0,3.0,6.282329496997738
CHEMBL2420091,COc1ccc(-c2oc3c(ccc4ccccc43)c(=O)c2OC)cc1OC,active,362.38100000000014,4.639000000000005,0.0,5.0,6.329754146925876
CHEMBL2420094,COc1ccc(-c2cc(=O)c3c(ccc4ccccc43)o2)cc1OC,active,332.35500000000013,4.630400000000003,0.0,4.0,6.33913452199613
CHEMBL2420084,COc1cc(-c2cc(=O)c3ccc4ccccc4c3o2)ccc1F,active,320.319,4.760900000000002,0.0,3.0,6.34008379993015
CHEMBL2420091,COc1ccc(-c2oc3c(ccc4ccccc43)c(=O)c2OC)cc1OC,active,362.38100000000014,4.639000000000005,0.0,5.0,6.370590400897281
CHEMBL488910,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3,active,469.58200000000033,3.6373000000000024,2.0,5.0,6.450996737974212
CHEMBL488910,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3,active,469.58200000000033,3.6373000000000024,2.0,5.0,6.667561540084395
CHEMBL100714,COc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1OC,intermediate,341.36700000000013,3.4078000000000017,1.0,7.0,5.131943638176958
CHEMBL3092494,COc1ccc(Nc2ncnc3ccccc23)cc1OC,intermediate,281.31500000000005,3.390600000000001,1.0,5.0,5.319664486585437
CHEMBL3092481,COc1ccc(-c2nc(Nc3ccccc3)c3ccccc3n2)cc1OC,intermediate,357.4130000000001,5.057600000000004,1.0,5.0,5.388276691992658
CHEMBL3092495,COc1cc2ncnc(Nc3ccccc3[N+](=O)[O-])c2cc1OC,intermediate,326.3120000000001,3.2988000000000017,1.0,7.0,5.401209493236885
CHEMBL3092495,COc1cc2ncnc(Nc3ccccc3[N+](=O)[O-])c2cc1OC,intermediate,326.3120000000001,3.2988000000000017,1.0,7.0,5.42021640338319
CHEMBL100714,COc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1OC,intermediate,341.36700000000013,3.4078000000000017,1.0,7.0,5.421360790031928
CHEMBL3092494,COc1ccc(Nc2ncnc3ccccc23)cc1OC,intermediate,281.31500000000005,3.390600000000001,1.0,5.0,5.471083299722345
CHEMBL939,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,intermediate,446.9100000000004,4.275600000000003,1.0,7.0,5.496209316942819
CHEMBL3092497,COc1cc2ncnc(Nc3ccc([N+](=O)[O-])cc3)c2cc1OC,intermediate,326.3120000000001,3.298800000000001,1.0,7.0,5.534617148551582
CHEMBL3092497,COc1cc2ncnc(Nc3ccc([N+](=O)[O-])cc3)c2cc1OC,intermediate,326.3120000000001,3.298800000000001,1.0,7.0,5.609064892896621
CHEMBL316064,COc1cc2ncnc(Nc3cccc(C(F)(F)F)c3)c2cc1OC,intermediate,349.3120000000001,4.409400000000002,1.0,5.0,5.619788758288394
CHEMBL29197,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,intermediate,360.2110000000001,4.153100000000003,1.0,5.0,5.634512015109101
CHEMBL3092492,N#Cc1cccc(Nc2ncnc3ccccc23)c1,intermediate,246.273,3.2450800000000006,1.0,4.0,5.692503962086787
CHEMBL3092481,COc1ccc(-c2nc(Nc3ccccc3)c3ccccc3n2)cc1OC,intermediate,357.4130000000001,5.057600000000004,1.0,5.0,5.701146923590294
CHEMBL316064,COc1cc2ncnc(Nc3cccc(C(F)(F)F)c3)c2cc1OC,intermediate,349.3120000000001,4.409400000000002,1.0,5.0,5.703334809738469
CHEMBL3092501,COc1ccc(Nc2nc(Nc3ccc(OC)c(OC)c3)c3cc(OC)c(OC)cc3n2)cc1OC,intermediate,492.5320000000003,5.168600000000004,2.0,10.0,5.7594507517174005
CHEMBL29197,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,intermediate,360.2110000000001,4.153100000000003,1.0,5.0,5.761953896871205
CHEMBL92824,FC(F)(F)c1cccc(Nc2ncnc3ccccc23)c1,intermediate,289.26000000000005,4.392200000000002,1.0,3.0,5.809668301829708
CHEMBL3092484,COc1ccc(-c2nc(Nc3ccccc3[N+](=O)[O-])c3ccccc3n2)cc1OC,intermediate,402.4100000000002,4.965800000000004,1.0,7.0,5.809668301829708
CHEMBL3092501,COc1ccc(Nc2nc(Nc3ccc(OC)c(OC)c3)c3cc(OC)c(OC)cc3n2)cc1OC,intermediate,492.5320000000003,5.168600000000004,2.0,10.0,5.818156412055227
CHEMBL290096,Brc1cccc(Nc2ncnc3ccccc23)c1,intermediate,300.15900000000005,4.135900000000001,1.0,3.0,5.8297382846050425
CHEMBL3092492,N#Cc1cccc(Nc2ncnc3ccccc23)c1,intermediate,246.273,3.2450800000000006,1.0,4.0,5.928117992693875
CHEMBL3092493,O=[N+]([O-])c1cccc(Nc2ncnc3ccccc23)c1,intermediate,266.26,3.281600000000001,1.0,5.0,5.94692155651658
CHEMBL290096,Brc1cccc(Nc2ncnc3ccccc23)c1,intermediate,300.15900000000005,4.135900000000001,1.0,3.0,5.966576244513051
CHEMBL2333998,COc1cc2ncnc(Nc3cccc(C#N)c3)c2cc1OC,intermediate,306.3250000000001,3.2622800000000014,1.0,6.0,5.97469413473523
CHEMBL92824,FC(F)(F)c1cccc(Nc2ncnc3ccccc23)c1,active,289.26000000000005,4.392200000000002,1.0,3.0,6.026872146400302
CHEMBL2333998,COc1cc2ncnc(Nc3cccc(C#N)c3)c2cc1OC,active,306.3250000000001,3.2622800000000014,1.0,6.0,6.031517051446065
CHEMBL3092496,COc1cc2ncnc(Nc3cccc([N+](=O)[O-])c3)c2cc1OC,active,326.3120000000001,3.2988000000000017,1.0,7.0,6.040958607678906
CHEMBL3092493,O=[N+]([O-])c1cccc(Nc2ncnc3ccccc23)c1,active,266.26,3.281600000000001,1.0,5.0,6.050609993355087
CHEMBL1999832,COc1cc2nc(Nc3cccc(Br)c3)nc(Nc3cccc(Br)c3)c2cc1OC,active,530.2200000000001,6.659200000000004,2.0,6.0,6.0655015487564325
CHEMBL3092496,COc1cc2ncnc(Nc3cccc([N+](=O)[O-])c3)c2cc1OC,active,326.3120000000001,3.2988000000000017,1.0,7.0,6.0915149811213505
CHEMBL3092498,COc1cc2nc(Nc3cccc(C(F)(F)F)c3)nc(Nc3cccc(C(F)(F)F)c3)c2cc1OC,active,508.42200000000014,7.171800000000004,2.0,6.0,6.096910013008056
CHEMBL3092491,COc1ccc(-c2nc(Nc3ccc(O)cc3)c3ccccc3n2)cc1OC,active,373.41200000000015,4.763200000000004,2.0,6.0,6.167491087293763
CHEMBL1999832,COc1cc2nc(Nc3cccc(Br)c3)nc(Nc3cccc(Br)c3)c2cc1OC,active,530.2200000000001,6.659200000000004,2.0,6.0,6.173925197299173
CHEMBL3092484,COc1ccc(-c2nc(Nc3ccccc3[N+](=O)[O-])c3ccccc3n2)cc1OC,active,402.4100000000002,4.965800000000004,1.0,7.0,6.1938200260161125
CHEMBL3092498,COc1cc2nc(Nc3cccc(C(F)(F)F)c3)nc(Nc3cccc(C(F)(F)F)c3)c2cc1OC,active,508.42200000000014,7.171800000000004,2.0,6.0,6.214670164989233
CHEMBL3092483,COc1ccc(Nc2nc(-c3ccc(OC)c(OC)c3)nc3ccccc23)cc1OC,active,417.46500000000015,5.074800000000004,1.0,7.0,6.214670164989233
CHEMBL3092499,COc1cc2nc(Nc3cccc(C#N)c3)nc(Nc3cccc(C#N)c3)c2cc1OC,active,422.4480000000002,4.877560000000003,2.0,8.0,6.318758762624412
CHEMBL3092499,COc1cc2nc(Nc3cccc(C#N)c3)nc(Nc3cccc(C#N)c3)c2cc1OC,active,422.4480000000002,4.877560000000003,2.0,8.0,6.327902142064283
CHEMBL3092491,COc1ccc(-c2nc(Nc3ccc(O)cc3)c3ccccc3n2)cc1OC,active,373.41200000000015,4.763200000000004,2.0,6.0,6.327902142064283
CHEMBL3092483,COc1ccc(Nc2nc(-c3ccc(OC)c(OC)c3)nc3ccccc23)cc1OC,active,417.46500000000015,5.074800000000004,1.0,7.0,6.376750709602099
CHEMBL3092482,COc1ccc(-c2nc(Nc3cccc(Br)c3)c3ccccc3n2)cc1OC,active,436.30900000000014,5.8201000000000045,1.0,5.0,6.3979400086720375
CHEMBL488910,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3,active,469.58200000000033,3.6373000000000024,2.0,5.0,6.481486060122113
CHEMBL3092500,COc1cc2nc(Nc3cccc([N+](=O)[O-])c3)nc(Nc3cccc([N+](=O)[O-])c3)c2cc1OC,active,462.42200000000025,4.950600000000003,2.0,10.0,6.481486060122113
CHEMBL3092500,COc1cc2nc(Nc3cccc([N+](=O)[O-])c3)nc(Nc3cccc([N+](=O)[O-])c3)c2cc1OC,active,462.42200000000025,4.950600000000003,2.0,10.0,6.494850021680094
CHEMBL3092486,COc1ccc(-c2nc(Nc3ccc([N+](=O)[O-])cc3)c3ccccc3n2)cc1OC,active,402.41000000000014,4.965800000000004,1.0,7.0,6.494850021680094
CHEMBL3092488,COc1ccc(-c2nc(Nc3cccc(C#N)c3)c3ccccc3n2)cc1OC,active,382.4230000000001,4.929280000000004,1.0,6.0,6.522878745280337
CHEMBL3092487,COc1ccc(-c2nc(Nc3cccc(C(F)(F)F)c3)c3ccccc3n2)cc1OC,active,425.41000000000014,6.076400000000004,1.0,5.0,6.522878745280337
CHEMBL3092486,COc1ccc(-c2nc(Nc3ccc([N+](=O)[O-])cc3)c3ccccc3n2)cc1OC,active,402.41000000000014,4.965800000000004,1.0,7.0,6.522878745280337
CHEMBL3092489,COc1ccc(-c2nc(Nc3ccccc3O)c3ccccc3n2)cc1OC,active,373.41200000000015,4.763200000000004,2.0,6.0,6.5376020021010435
CHEMBL3092482,COc1ccc(-c2nc(Nc3cccc(Br)c3)c3ccccc3n2)cc1OC,active,436.30900000000014,5.8201000000000045,1.0,5.0,6.5376020021010435
CHEMBL3092489,COc1ccc(-c2nc(Nc3ccccc3O)c3ccccc3n2)cc1OC,active,373.41200000000015,4.763200000000004,2.0,6.0,6.585026652029182
CHEMBL488910,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3,active,469.58200000000033,3.6373000000000024,2.0,5.0,6.6020599913279625
CHEMBL3092487,COc1ccc(-c2nc(Nc3cccc(C(F)(F)F)c3)c3ccccc3n2)cc1OC,active,425.41000000000014,6.076400000000004,1.0,5.0,6.619788758288394
CHEMBL3092488,COc1ccc(-c2nc(Nc3cccc(C#N)c3)c3ccccc3n2)cc1OC,active,382.4230000000001,4.929280000000004,1.0,6.0,6.721246399047171
CHEMBL1360562,Oc1cccc(Nc2nc(-c3ccccc3)nc3ccccc23)c1,active,313.36000000000007,4.746000000000003,2.0,4.0,6.823908740944319
CHEMBL3092490,COc1ccc(-c2nc(Nc3cccc(O)c3)c3ccccc3n2)cc1OC,active,373.41200000000015,4.763200000000003,2.0,6.0,6.853871964321762
CHEMBL3092490,COc1ccc(-c2nc(Nc3cccc(O)c3)c3ccccc3n2)cc1OC,active,373.41200000000015,4.763200000000003,2.0,6.0,6.958607314841775
CHEMBL3092485,COc1ccc(-c2nc(Nc3cccc([N+](=O)[O-])c3)c3ccccc3n2)cc1OC,active,402.41000000000014,4.965800000000004,1.0,7.0,7.036212172654444
CHEMBL3092485,COc1ccc(-c2nc(Nc3cccc([N+](=O)[O-])c3)c3ccccc3n2)cc1OC,active,402.41000000000014,4.965800000000004,1.0,7.0,7.119186407719209
CHEMBL3110301,COc1ccc2[nH]cc(CCN(C)Cc3cc(=O)c4c(OCc5ccc(Br)cc5)cccc4o3)c2c1,active,547.4490000000001,6.298900000000005,1.0,5.0,6.086186147616283
CHEMBL3110300,CN(CCc1c[nH]c2ccccc12)Cc1cc(=O)c2c(OCc3ccc(Br)cc3)cccc2o1.Cl,intermediate,553.8840000000001,6.712100000000007,1.0,4.0,5.698970004336019
CHEMBL3110299,O=C(NCc1cn(CCc2c[nH]c3ccccc23)nn1)c1cc(=O)c2c(OCc3ccc(Br)cc3)cccc2o1,active,598.4570000000003,5.380000000000004,2.0,7.0,6.6020599913279625
CHEMBL3110298,O=C(NCc1cn(Cc2ccc(Br)cc2)nn1)c1cc(=O)c2c(OCc3ccc(Br)cc3)cccc2o1,active,624.2890000000002,5.4668000000000045,1.0,7.0,6.031517051446065
CHEMBL3110297,O=C(NCc1cn(Cc2ccccc2)nn1)c1cc(=O)c2c(OCc3ccc(Br)cc3)cccc2o1,active,545.3930000000003,4.704300000000004,1.0,7.0,6.366531544420414
CHEMBL3110296,COc1ccc2[nH]cc(CCNC(=O)c3cc(=O)c4ccc(OCc5ccc(Br)cc5)cc4o3)c2c1,active,547.4050000000001,5.596900000000004,2.0,5.0,8.0
CHEMBL3110295,CN(CCc1cn(C)c2ccccc12)C(=O)c1cc(=O)c2cc(OCc3ccc(Br)cc3)ccc2o1,intermediate,545.4330000000002,5.940900000000005,0.0,5.0,5.698970004336019
CHEMBL3110294,CN(CCc1c[nH]c2ccccc12)C(=O)c1cc(=O)c2cc(OCc3ccc(Br)cc3)ccc2o1,intermediate,531.4060000000002,5.930500000000006,1.0,4.0,5.698970004336019
CHEMBL3110293,COc1ccc2[nH]cc(CCNC(=O)c3cc(=O)c4cc(OCc5ccc(Br)cc5)ccc4o3)c2c1,active,547.4050000000001,5.596900000000004,2.0,5.0,6.275724130399211
CHEMBL3110292,COc1ccc2[nH]cc(CCN(C)C(=O)c3cc(=O)c4c(OCc5ccc(Br)cc5)cccc4o3)c2c1,intermediate,561.4320000000001,5.939100000000004,1.0,5.0,5.698970004336019
CHEMBL3108796,CN(CCc1cn(C)c2ccccc12)C(=O)c1cc(=O)c2c(OCc3ccc(Br)cc3)cccc2o1,intermediate,545.4330000000002,5.940900000000006,0.0,5.0,5.698970004336019
CHEMBL3110291,CN(CCc1c[nH]c2ccccc12)C(=O)c1cc(=O)c2c(OCc3ccc(Br)cc3)cccc2o1,intermediate,531.4060000000002,5.930500000000005,1.0,4.0,5.698970004336019
CHEMBL3110290,Cn1cc(CCNC(=O)c2cc(=O)c3c(OCc4ccc(Br)cc4)cccc3o2)c2ccccc21,intermediate,531.4060000000001,5.598700000000005,1.0,5.0,5.958607314841775
CHEMBL3110289,COc1ccc2c(CCNC(=O)c3cc(=O)c4c(OCc5ccc(Br)cc5)cccc4o3)c[nH]c2c1,active,547.4050000000002,5.596900000000004,2.0,5.0,6.5376020021010435
CHEMBL2011288,COc1ccc2[nH]cc(CCNC(=O)c3cc(=O)c4c(OCc5ccc(Br)cc5)cccc4o3)c2c1,active,547.4050000000001,5.596900000000003,2.0,5.0,6.42021640338319
CHEMBL488910,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)[C@@H]1C3,active,469.58200000000033,3.6373000000000024,2.0,5.0,6.769551078621726
CHEMBL3238330,COc1cccc(OC)c1/C=C/C(=O)c1ccc(C(=O)/C=C/c2c(OC)cccc2OC)cc1,active,458.5100000000002,5.513200000000006,0.0,6.0,6.721246399047171
CHEMBL3238340,COc1cc(OC)cc(C(=O)/C=C/c2ccc(/C=C/C(=O)c3cc(OC)cc(OC)c3)cc2)c1,active,458.5100000000002,5.513200000000005,0.0,6.0,6.568636235841013
CHEMBL1957190,CC(C)n1c2c(c3c1-c1ccccc1C3=O)C(=O)CCC2,inactive,279.33900000000006,3.799400000000002,0.0,3.0,4.455931955649724
CHEMBL1957191,O=C1CCCc2c1c1c(n2Cc2ccccc2)-c2ccccc2C1=O,inactive,327.3830000000001,4.2668000000000035,0.0,3.0,4.522878745280337
CHEMBL1957192,O=C1CCCc2c1c1c(n2CCc2ccccc2)-c2ccccc2C1=O,active,341.4100000000001,4.461200000000003,0.0,3.0,6.366531544420414
CHEMBL1957193,O=C1CCCc2c1c1c(n2CCCc2ccccc2)-c2ccccc2C1=O,active,355.43700000000007,4.851300000000005,0.0,3.0,6.102372908709558
CHEMBL3353413,CC1CC(=O)c2c3c(n(C(C)C)c2C1)-c1ccccc1C3=O,intermediate,293.36600000000004,4.045400000000003,0.0,3.0,5.3872161432802645
CHEMBL1957203,CC1CC(=O)c2c3c(n(Cc4ccccc4)c2C1)-c1ccccc1C3=O,inactive,341.4100000000001,4.512800000000004,0.0,3.0,4.823908740944319
CHEMBL1957202,O=C1CC(c2ccccc2)Cc2c1c1c(n2Cc2ccccc2)-c2ccccc2C1=O,active,403.48100000000005,5.660500000000005,0.0,3.0,6.017728766960431
CHEMBL3353414,CC1CC(=O)c2c3c(n(CCc4ccccc4)c2C1)-c1ccccc1C3=O,active,355.43700000000007,4.707200000000004,0.0,3.0,6.638272163982407
CHEMBL3353415,O=C1CC(c2ccccc2)Cc2c1c1c(n2CCc2ccccc2)-c2ccccc2C1=O,active,417.50800000000004,5.854900000000005,0.0,3.0,6.309803919971486
CHEMBL3353416,COc1ccccc1CCn1c2c(c3c1-c1ccccc1C3=O)C(=O)CCC2,active,371.4360000000002,4.469800000000004,0.0,4.0,6.6777807052660805
CHEMBL3353417,COc1cccc(CCn2c3c(c4c2-c2ccccc2C4=O)C(=O)CCC3)c1,active,371.4360000000002,4.469800000000004,0.0,4.0,6.508638306165727
CHEMBL3353418,COc1ccc(CCn2c3c(c4c2-c2ccccc2C4=O)C(=O)CCC3)cc1,active,371.4360000000002,4.469800000000004,0.0,4.0,6.154901959985743
CHEMBL3353419,CC(C)=CCOc1cccc2c1C(=O)c1c3c(n(C(C)C)c1-2)CCCC3=O,intermediate,363.4570000000002,5.144400000000005,0.0,4.0,5.522878745280337
CHEMBL3353420,CC(C)=CCOc1cccc2c1-c1c(c3c(n1C(C)C)CCCC3=O)C2=O,intermediate,363.4570000000002,5.144400000000005,0.0,4.0,5.795880017344075
CHEMBL3353421,CC1CCc2c(c3c(n2C(C)C)-c2ccccc2C3=O)C1=O,inactive,293.36600000000004,4.045400000000003,0.0,3.0,4.698970004336019
CHEMBL3353422,CC(C)n1c2c(c3c1-c1ccccc1C3=O)C(=O)C(Cc1ccccc1)(Cc1ccccc1)CC2,active,459.5890000000002,6.881100000000006,0.0,3.0,6.214670164989233
